formula,tf,gap_mult,sl,tp,trades,total_pnl,avg_pnl,win_rate,pf,max_dd,tp_rate,stop_rate,score
01,30min,0.35,100,400,176,2793.1900000000096,15.870397727272781,0.44886363636363635,1.351201964484871,-1026.6099999999933,0.022727272727272728,0.375,2350.1253928969873
01,30min,0.35,50,200,176,2607.810000000012,14.817102272727341,0.35795454545454547,1.4642337715511509,-709.1999999999971,0.13068181818181818,0.5965909090909091,2346.056754310244
01,30min,0.35,50,150,176,2538.6300000000047,14.424034090909117,0.3806818181818182,1.4625968971059344,-595.1999999999971,0.23863636363636365,0.5852272727272727,2333.549379421193
01,30min,0.35,60,300,176,2646.8100000000086,15.03869318181823,0.3806818181818182,1.4217956685949242,-821.2799999999988,0.028409090909090908,0.5511363636363636,2320.529133718994
01,30min,0.2,50,120,230,2464.180000000004,10.713826086956539,0.4,1.3541180460549767,-445.47000000000116,0.30869565217391304,0.5652173913043478,2312.268609210999
01,30min,0.5,30,200,126,2317.4200000000055,18.392222222222266,0.30158730158730157,1.8416117375751324,-436.6800000000003,0.11904761904761904,0.6666666666666666,2267.402347515032
01,30min,0.3,60,150,192,2674.0000000000073,13.927083333333371,0.4114583333333333,1.4002994011976062,-1006.4599999999991,0.2552083333333333,0.5416666666666666,2250.829880239529
01,30min,0.5,50,400,126,2519.6100000000006,19.996904761904766,0.3492063492063492,1.6290454256076097,-818.9099999999999,0.023809523809523808,0.5873015873015873,2235.9640851215227
01,30min,0.3,80,200,192,2856.850000000013,14.879427083333402,0.4427083333333333,1.3700482240768082,-1468.2899999999936,0.14583333333333334,0.4479166666666667,2196.714644815378
01,30min,0.2,120,480,230,2961.149999999994,12.874565217391279,0.4652173913043478,1.2716093206533696,-1640.939999999995,0.008695652173913044,0.2956521739130435,2195.0018641306706
01,30min,0.2,80,200,230,2899.4000000000087,12.606086956521777,0.4434782608695652,1.3128665477527766,-1550.1800000000003,0.1391304347826087,0.44782608695652176,2186.883309550564
01,30min,0.7,40,400,92,2226.9400000000023,24.205869565217416,0.32608695652173914,1.8808714810668858,-434.5400000000009,0.021739130434782608,0.6304347826086957,2185.844296213379
01,30min,0.5,50,480,126,2462.9300000000003,19.547063492063494,0.3492063492063492,1.6148947059631251,-818.9099999999999,0.007936507936507936,0.5873015873015873,2176.4539411926253
01,30min,0.2,120,400,230,2947.8399999999965,12.816695652173898,0.4652173913043478,1.2703884706262194,-1654.3899999999921,0.021739130434782608,0.2956521739130435,2174.7226941252443
01,30min,0.7,30,250,92,2116.5200000000114,23.005652173913166,0.31521739130434784,2.070365837623529,-320.0,0.07608695652173914,0.6521739130434783,2170.593167524717
01,30min,0.3,80,150,192,2743.87000000001,14.290989583333385,0.4635416666666667,1.364365636461663,-1362.5899999999965,0.2708333333333333,0.4375,2135.4481272923445
01,30min,0.7,30,150,92,2079.440000000006,22.60260869565224,0.33695652173913043,2.0786148515467815,-320.0,0.25,0.6413043478260869,2135.162970309362
01,30min,0.3,30,100,192,2205.3200000000033,11.486041666666685,0.3541666666666667,1.559175228455228,-414.0,0.3125,0.6354166666666666,2110.155045691049
01,30min,0.5,40,300,126,2278.7000000000007,18.08492063492064,0.31746031746031744,1.6506333017348702,-606.6800000000003,0.03968253968253968,0.6428571428571429,2105.4866603469745
01,30min,0.7,40,480,92,2146.800000000003,23.334782608695683,0.32608695652173914,1.8491719110323543,-434.5400000000009,0.010869565217391304,0.6304347826086957,2099.3643822064732
01,30min,0.2,100,300,230,2815.3700000000026,12.240739130434793,0.45652173913043476,1.2716662774742507,-1554.4899999999907,0.034782608695652174,0.3695652173913043,2092.4582554948574
01,30min,0.2,30,80,230,2128.0000000000036,9.252173913043494,0.391304347826087,1.4767826135663482,-278.0,0.3521739130434783,0.6043478260869565,2084.356522713273
01,30min,0.3,100,250,192,2752.4000000000196,14.335416666666768,0.4583333333333333,1.3195367390628,-1470.4199999999873,0.07291666666666667,0.375,2081.097347812586
01,30min,0.2,80,150,230,2720.6800000000076,11.829043478260903,0.4608695652173913,1.2997155617050444,-1421.5,0.2608695652173913,0.4391304347826087,2069.8731123410166
01,30min,0.35,60,150,176,2272.4300000000076,12.911534090909134,0.4090909090909091,1.3711907873244051,-610.4599999999991,0.24431818181818182,0.5397727272727273,2041.438157464889
01,30min,0.35,60,250,176,2387.8700000000135,13.567443181818259,0.3806818181818182,1.3805309875539855,-887.4199999999983,0.0625,0.5511363636363636,2020.2661975108115
01,30min,0.35,40,120,176,2120.360000000004,12.047500000000024,0.36363636363636365,1.4557355978687243,-486.0,0.2897727272727273,0.6193181818181818,1968.5071195737492
01,30min,0.7,30,200,92,1920.250000000011,20.87228260869577,0.31521739130434784,1.9711082341279944,-320.0,0.11956521739130435,0.6521739130434783,1954.4716468256097
